utility_id,utility_name,plant_code,plant_name,street_address,city,state,zip,county,latitude,longitude,nerc_region,balancing_authority_code,balancing_authority_name,name_of_water_source,primary_purpose_naics_code,regulatory_status,sector,sector_name,ferc_cogeneration_status,ferc_cogeneration_docket_number,ferc_small_power_producer_status,ferc_small_power_producer_docket_number,ferc_exempt_wholesale_generator_status,ferc_exempt_wholesale_generator_docket_number,ash_impoundment,ash_impoundment_lined,ash_impoundment_status,transmission_or_distribution_system_owner,transmission_or_distribution_system_owner_id,transmission_or_distribution_system_owner_state,grid_voltage_kv,grid_voltage_2_kv,grid_voltage_3_kv,energy_storage,natural_gas_ldc_name,natural_gas_pipeline_name_1,natural_gas_pipeline_name_2,natural_gas_pipeline_name_3,pipeline_notes,natural_gas_storage,liquefied_natural_gas_storage
5109,DTE Electric Company,58719,Brookfield,2254 S Caseville Road,Pigeon,MI,48755,Huron,43.757778,-83.297778,RFC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,RE,1,Electric Utility,N,,N,,N,,N,X,,ITC Transmission,56068,MI,345, , ,N,,,,,,N,X
56545,Pattern Operators LP,58720,Pattern Panhandle Wind 2 LLC,1797 FM 2385,Panhandle,TX,79068,Carson,35.442778,-101.372778,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",,22,NR,2,IPP Non-CHP,N,,N,,N,,N,X,,Cross Texas Transmission,60065,,345, , ,N,,,,,,X,X
49893,Invenergy Services LLC,58765,Miami Wind Energy Center,3096 FM 1268,Miami,TX,79059,Roberts,35.653889,-100.538611,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",,22,NR,2,IPP Non-CHP,N,,N,,N,,N,X,,Cross Texas Transmission,60065,,345, , ,N,,,,,,,
17650,Southern Power Co,58766,Wake Wind Energy Center,2895 FM 193,Floydada,TX,79235,Crosby,33.825,-101.099722,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",,22,NR,2,IPP Non-CHP,N,,N,,Y,EG15-133-000,N,X,,Wind Energy Transmission Texas LLC,60066,,345, , ,N,,,,,,X,X
49893,Invenergy Services LLC,58767,Buckeye Wind Energy Center,1043 Buckeye Road,Hays,KS,67601,Ellis,39.003873,-99.414161,MRO,SWPP,Southwest Power Pool,,22,NR,2,IPP Non-CHP,N,,N,,N,,N,X,,Midwest Energy Inc,12524,KS,230, , ,N,,,,,,,
49893,Invenergy Services LLC,58768,Marsh Hill Wind Farm,331 Jackson Hill Road,Jasper,NY,14855,Steuben,42.163889,-77.528889,NPCC,NYIS,New York Independent System Operator,,22,NR,2,IPP Non-CHP,N,,N,,N,,N,X,,New York State Elec & Gas Corp,13511,NY,34.5, , ,N,,,,,,,
64662,Spring Canyon Expansion Wind Energy Ctr,58769,Spring Canyon Expansion Wind Energy Ctr,28191 County Road 74,Peetz,CO,80747,Logan,40.964167,-103.077222,WECC,PSCO,Public Service Company of Colorado,,22,NR,2,IPP Non-CHP,N,,N,,N,,N,X,,Public Service Co of Colorado,15466,CO,230, , ,N,,,,,,,
57170,"EDF Renewable Asset Holdings, Inc.",58771,Roosevelt County,1169 NM Hwy 114,Portales,NM,88116,Roosevelt,33.926111,-103.511111,MRO,SWPP,Southwest Power Pool,,22,NR,2,IPP Non-CHP,N,,N,,N,,N,X,,Southwestern Public Service Co,17718,NM,345, , ,N,,,,,,,
57170,"EDF Renewable Asset Holdings, Inc.",58772,Longhorn Wind,120 CR 17,Silverton,TX,79201,Briscoe,34.311111,-101.251111,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",,22,NR,2,IPP Non-CHP,N,,N,,N,,,X,,Sharyland Utilities LP,17008,TX,345, , ,N,,,,,,,
57170,"EDF Renewable Asset Holdings, Inc.",58773,TX Hereford Wind,4501 FM 1259,Hereford,TX,88116,Deaf Smith,34.748056,-102.174444,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",,22,NR,2,IPP Non-CHP,N,,N,,N,,,X,,Sharyland Utilities LP,17008,TX,345, , ,N,,,,,,,
57170,"EDF Renewable Asset Holdings, Inc.",58774,Spinning Spur Wind II,6899 Windy Way Road,Adrian,TX,79001,Oldham,35.276944,-102.682778,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",,22,NR,2,IPP Non-CHP,N,,N,,N,,,X,,Sharyland Utilities LP,17008,TX,345, , ,N,,,,,,,
57170,"EDF Renewable Asset Holdings, Inc.",58775,Spinning Spur Wind III,6899 Windy Way Road,Adrian,TX,79001,Oldham,35.295,-102.721111,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",,22,NR,2,IPP Non-CHP,N,,N,,N,,,X,,Sharyland Utilities LP,17008,TX,345, , ,N,,,,,,,
56215,RWE Renewables Americas LLC,58777,Cassadaga Wind Farm,Cook Rd,Cherry Creek,NY,14723,Chautauqua,42.338333,-79.195556,NPCC,NYIS,New York Independent System Operator,,22,NR,2,IPP Non-CHP,N,,N,,N,,N,X,,Niagara Mohawk Power Corp.,13573,NY,115, , ,N,,,,,,,
56215,RWE Renewables Americas LLC,58780,Scioto Ridge Wind Farm,8093 County Rd 200,Belle Center,OH,43310,Logan,40.561389,-83.736389,RFC,PJM,"PJM Interconnection, LLC",,22,NR,2,IPP Non-CHP,N,,N,,N,,N,X,,Ohio Power Co,14006,OH,345, , ,N,,,,,,,
4254,Consumers Energy Co,58830,Cross Winds Energy Park,3741 West Hoppe Rd,Unionville,MI,48767,Tuscola,43.610278,-83.485556,RFC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,RE,1,Electric Utility,N,,N,,N,,,X,,ITC Transmission,56068,MI,345, , ,N,,,,,,,
59146,Red Horse 2,58833,Red Horse 2,5529 N. Muleshoe Rd.,Willcox,AZ,85643,Cochise,32.286111,-110.088056,WECC,TEPC,Tucson Electric Power Company,,22,NR,2,IPP Non-CHP,N,,N,,Y,15-1066-001,N,X,,Tucson Electric Power Co,24211,AZ,345, , ,N,,,,,,X,X
58710,Lakeswind Power Partners,58836,Lakeswind Power Partners,29040 120th Ave. S.,Pelican Rapids,MN,56572,Clay,46.718056,-96.211944,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,N,,Y,EG14-12,N,X,,Lake Region Electric Cooperative - (MN),10618,MN,115, , ,N,,,,,,X,X
58718,Na Pua Makani Power Partners LLC,58837,Na Pua Makani Wind Project,56-452 Kamehameha Highway,Kahuku,HI,96731,Honolulu,21.666944,-157.97,,,,,22,NR,2,IPP Non-CHP,N,,Y,QF17-1136-000,N,,N,X,,Hawaiian Electric Co Inc,19547,HI,46, , ,N,,,,,,N,X
62969,"Keechi Wind, LLC",58838,Keechi Wind,3601 FM 4,Jacksboro,TX,76458,Jack,33.143056,-98.161111,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",,22,NR,2,IPP Non-CHP,N,,N,,N,,N,X,,Brazos Electric Power Coop Inc,2172,,138, , ,N,,,,,,N,X
12647,"ALLETE, Inc.",58872,Bison 4 Wind Energy Center,5198 30th St.,New Salem,ND,58563,Morton,46.98,-101.554722,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,RE,1,Electric Utility,N,,N,,N,,,X,,"ALLETE, Inc.",12647,MN,230, , ,N,,,,,,X,X
12341,MidAmerican Energy Co,58883,Highland Wind Project (IA),620 Industrial Park Rd,Primghar,IA,51245,O'Brien,43.080278,-95.656111,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,RE,1,Electric Utility,N,,N,,N,,N,X,,MidAmerican Energy Co,12341,IA,345, , ,N,,,,,,,
12341,MidAmerican Energy Co,58884,Lundgren Wind Project,2122 250th St,Otho,IA,50569,Webster,42.334722,-94.170833,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,RE,1,Electric Utility,N,,N,,N,,N,X,,MidAmerican Energy Co,12341,IA,345, , ,N,,,,,,,
12341,MidAmerican Energy Co,58885,Macksburg Wind Project,310 E N St,Macksburg,IA,50155,Madison,41.209167,-94.103611,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,RE,1,Electric Utility,N,,N,,N,,N,X,,MidAmerican Energy Co,12341,IA,161, , ,N,,,,,,,
12341,MidAmerican Energy Co,58886,Wellsburg Wind Project,15087 205th St.,Wellsburg,IA,50680,Grundy,42.390833,-92.966667,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,RE,1,Electric Utility,N,,N,,N,,N,X,,ITC Midwest LLC,56161,,161, , ,N,,MIDAMERICAN ENERGY COMPANY,,,,,
58760,FPC Services Inc.,58887,Com Adam 1WF-1,1973 Tower Rd,Sublette,IL,61367,Lee,41.660278,-89.249722,RFC,PJM,"PJM Interconnection, LLC",,22,NR,2,IPP Non-CHP,N,,Y,QF07-120-001,N,,,X,,Commonwealth Edison Co,4110,IL,34.5, , ,N,,,,,,X,X
64331,DTE Sustainable Generation,58891,"Big Turtle Wind Farm, LLC",1717 N. Minden Road,Harbor Beach,MI,48441,Huron,43.850833,-82.7825,RFC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,N,,N,,,X,,ITC Transmission,56068,MI,120, , ,N,,,,,,,
57170,"EDF Renewable Asset Holdings, Inc.",58898,Pilot Hill Wind Farm,8753 West 7000 South Road,Herscher,IL,60941,Kankakee,40.999169,-88.056247,RFC,PJM,"PJM Interconnection, LLC",,22,NR,2,IPP Non-CHP,N,,N,,N,,,X,,Commonwealth Edison Co,4110,IL,138, , ,N,,,,,,,
58770,Balko Wind LLC,58900,Balko Wind LLC,"Route 1, Box 88",Balko,OK,73931,Beaver,36.518056,-100.847222,MRO,SWPP,Southwest Power Pool,,22,NR,2,IPP Non-CHP,N,,N,,Y,15-57-000,N,X,,Oklahoma Gas & Electric Co,14063,OK,345, , ,N,,,,,,X,X
58773,Kingfisher Wind LLC,58902,Kingfisher Wind LLC,18871 N Manning Road,Kingfisher,OK,73762,Kingfisher,35.770278,-97.799722,MRO,SWPP,Southwest Power Pool,,22,NR,2,IPP Non-CHP,N,,Y,EG15-49-000,N,,N,X,,Oklahoma Gas & Electric Co,14063,OK,345, , ,N,,,,,,N,X
58784,"Fourmile Wind Energy, LLC",58904,Fourmile Ridge,853 St John's Rock Rd.,Frostburg,MD,21532,Garrett,39.641111,-79.011111,RFC,PJM,"PJM Interconnection, LLC",,22,NR,2,IPP Non-CHP,N,,Y,14-721-000,N,,N,X,,The Potomac Edison Company,15263,MD,138, , ,N,,,,,,X,X
58785,"Beebe 1B Renewable Energy, LLC",58908,Beebe 1B,5176 E Pierce Rd,Ithaca,MI,48847,Gratiot,43.256944,-84.499722,RFC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,N,,Y,14-60-000,N,X,,Michigan Electric Transmission Company,56163,MI,345, , ,N,,,,,,X,X
60568,Sugar Creek Wind One LLC,58924,Sugar Creek Wind One LLC,TBD,TBD,IL,62656,Logan,40.074167,-89.291944,SERC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,N,,N,,N,X,,Ameren Illinois Company,56697,IL,138, , ,N,,,,,,,
60569,"Lincoln Land Wind, LLC",58925,Lincoln Land Wind,TBD,TBD,IL,62677,Sangamon,39.821944,-89.955833,SERC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,N,,N,,N,X,,Ameren Illinois Company,56697,IL,69, , ,N,,,,,,X,X
58795,Hamilton Wind Energy LLC,58927,Story City Wind Project,55090 100th Street,Story City,IA,50248,Story,42.208056,-93.599444,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,N,,N,,,X,,ITC Midwest LLC,56161,,12.47, , ,N,,,,,,N,X
58797,"Norsemen Wind Energy, LLC",58932,Traer Wind Project,1937 QQ Ave,Traer,IA,50675,Tama,42.161389,-92.4425,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,N,,N,,,X,,ITC Midwest LLC,56161,,12.47, , ,N,,,,,,,
59380,"Enel Green Power NA, Inc.",58938,Origin Wind,1593 Indian Road,Hennepin,OK,73444,Murray,34.446111,-97.269722,MRO,SWPP,Southwest Power Pool,,22,NR,2,IPP Non-CHP,N,,N,,N,,,X,,Oklahoma Gas & Electric Co,14063,OK,138, , ,N,,,,,,,
57421,BayWa r.e Wind LLC,58939,Anderson Wind I,3643 Aberdeen Road,Hagerman,NM,88232,Chaves,33.029444,-103.855833,MRO,SWPP,Southwest Power Pool,,22,NR,2,IPP Non-CHP,N,,Y,QF14-470-001,N,,N,X,,"Lea County Electric Coop, Inc",10817,NM,69, , ,N,,,,,,N,X
57421,BayWa r.e Wind LLC,58940,Anderson Wind II,3643 Aberdeen Road,Hagerman,NM,88232,Chaves,33.013889,-103.865,MRO,SWPP,Southwest Power Pool,,22,NR,2,IPP Non-CHP,N,,Y,QF11-443-002,N,,N,X,,"Lea County Electric Coop, Inc",10817,NM,69, , ,N,,,,,,N,X
58804,Lake Erie Energy Development Corp,58941,Icebreaker Offshore Wind Farm,5251 N Marginal Road,Cleveland,OH,44115,Cuyahoga,41.605833,-81.805833,RFC,PJM,"PJM Interconnection, LLC",,22,NR,2,IPP Non-CHP,N,,N,,N,,N,X,,City of Cleveland - (OH),3762,OH,11.5, , ,N,,,,,,X,X
58821,Camelot Wind LLC,58958,Camelot Wind LLC,Camelot Drive 125 Rear,Plymouth,MA,2360,Plymouth,41.925278,-70.64,NPCC,ISNE,ISO New England Inc.,,22,NR,2,IPP Non-CHP,N,,N,,N,,,X,,NSTAR Electric Company,54913,MA,24, , ,N,,,,,,,
12199,Montana-Dakota Utilities Co,58965,"Thunder Spirit Wind, LLC",2nd Street NE,Hettinger,ND,58639,Adams,46.075,-102.563333,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,RE,1,Electric Utility,N,,N,,N,,N,X,,Montana-Dakota Utilities Co,12199,ND,230, , ,N,,,,,,X,X
60025,Greenbacker Renewable Energy Corporation,58966,Fairfield Wind,175 7th Rd NE,Fairfield,MT,59436,Teton,47.723333,-111.965278,WECC,NWMT,NorthWestern Energy (NWMT),,22,NR,2,IPP Non-CHP,N,,Y,11450004,N,,,,,"Sun River Electric Coop, Inc",18401,MT,69, , ,N,,,,,,,
57170,"EDF Renewable Asset Holdings, Inc.",58979,Copenhagen Wind Farm,County Road 12,Copenhagen,NY,13626,Lewis,43.913056,-75.698611,NPCC,NYIS,New York Independent System Operator,,22,NR,2,IPP Non-CHP,N,,N,,N,,N,,,Niagara Mohawk Power Corp.,13573,NY,115, , ,N,,,,,,N,X
56769,Consolidated Edison Development Inc.,58981,"Broken Bow Wind II, LLC",80339 Rd 444,Broken Bow,NE,68822,Custer,41.323889,-99.323056,MRO,SWPP,Southwest Power Pool,,22,NR,2,IPP Non-CHP,N,,Y,14-54,Y,14-37,N,X,,Nebraska Public Power District,13337,NE,120, , ,N,,,,,,X,X
58842,Power Company of Wyoming LLC,58987,Chokecherry and Sierra Madre Wind,184 CIG Plant Rd,Sinclair,WY,82334,Carbon,41.683056,-107.2,WECC,PACE,PacifiCorp - East,,22,NR,2,IPP Non-CHP,N,,N,,N,,N,X,,PacifiCorp,14354,OR,230, , ,N,,,,,,X,X
58844,Dept of Corrections NCCI Wind,58992,Dept of Corrections NCCI Wind,500 Gardner Rd,Gardner,MA,1440,Worcester,42.572222,-71.944722,NPCC,ISNE,ISO New England Inc.,,92214,NR,4,Commercial Non-CHP,N,,N,,N,,N,N,,Massachusetts Electric Co,11804,MA,13.8, , ,N,,,,,,X,X
59394,NextEra Energy Resources Breckinridge,58994,Breckinridge Wind Project LLC,13113 East Phillips Ave,Enid,OK,73701,Garfield,36.476944,-97.685556,MRO,SWPP,Southwest Power Pool,,22,NR,2,IPP Non-CHP,N,,N,,N,,,X,,Grand River Dam Authority,7490,OK,138, , ,N,,,,,,,
58828,St. Olaf College,58995,St. Olaf Wind Turbine,1520 St. Olaf Ave.,Northfield,MN,55057,Rice,44.462222,-93.192778,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,N,,N,,N,X,,Northern States Power Co - Minnesota,13781,MN,13.8, , ,N,,,,,,X,X
59380,"Enel Green Power NA, Inc.",58998,Goodwell Wind Project LLC,2180 Road II,Goodwell,OK,73939,Texas,36.541389,-101.565556,MRO,SWPP,Southwest Power Pool,,22,NR,2,IPP Non-CHP,N,,N,,N,,,X,,Southwestern Public Service Co,17718,TX,115, , ,N,,,,,,,
59380,"Enel Green Power NA, Inc.",58999,Little Elk Wind Project LLC,22973 E 1260 Rd,Cordell,OK,73632,Washita,35.194722,-98.907222,MRO,SWPP,Southwest Power Pool,,22,NR,2,IPP Non-CHP,N,,N,,N,,,X,,"Western Farmers Elec Coop, Inc",20447,,69, , ,N,,,,,,,
56815,NorthWestern Energy (MT wind/thermal),59003,Two Dot Wind Farm,8794 US Highway 12,Two Dot,MT,59085,Wheatland,46.449444,-110.087222,WECC,NWMT,NorthWestern Energy (NWMT),,22,RE,1,Electric Utility,N,,Y,QF10-668-000,N,,N,X,,NorthWestern Energy LLC - (MT),12825,MT,100, , ,N,,,,,,N,X
60475,Mariah Holdings II LLC c/o CAMS,59005,Mariah del Norte,2145 County Rd E,Friona,TX,79035,Parmer,34.6675,-102.577778,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",,22,NR,2,IPP Non-CHP,N,,N,,Y,16-113-000,N,X,,Oncor Electric Delivery Company LLC,44372,TX,345, , ,N,,,,,,X,X
58865,Hoopeston Wind LLC,59021,Hoopeston Wind LLC,36882 N 770 East Road,Rossville,IL,60963,Vermilion,40.399722,-87.799167,SERC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,N,,N,,N,X,,Ameren Illinois Company,56697,IL,138, , ,N,,,,,,,
58867,Kingston Wind Independence,59022,Kingston Wind Independence,8 Cranberry Road,Kingston,MA,2364,Plymouth,41.978889,-70.715833,NPCC,ISNE,ISO New England Inc.,,22,NR,2,IPP Non-CHP,N,,N,,N,,N,X,,NSTAR Electric Company,54913,MA,23, , ,N,,,,,,X,X
58866,Ipswich Wind Independence,59023,Ipswich Wind Independence,198 Town Farm Road,Ipswich,MA,1938,Essex,42.717222,-70.846389,NPCC,ISNE,ISO New England Inc.,,22,NR,2,IPP Non-CHP,N,,N,,N,,N,X,,Town of Ipswich - (MA),9442,MA,13.8, , ,N,,,,,,X,X
58869,Case Western Reserve University,59024,"Euclid Farm, Stamco N-54",26650 Lakeland Blvd,Euclid,OH,44106,Cuyahoga,41.602222,-81.496944,RFC,PJM,"PJM Interconnection, LLC",,22,NR,2,IPP Non-CHP,N,,N,,N,,N,X,,Cleveland Electric Illum Co,3755,OH,36.2, , ,N,,,,,,X,X
58872,Shannon Wind LLC,59034,Shannon Wind,4130 Cobb Road,Windhorst,TX,76389,Clay,33.509722,-98.360833,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",,22,NR,2,IPP Non-CHP,N,,N,,Y,EG14-58-000,N,X,,Oncor Electric Delivery Company LLC,44372,TX,345, , ,N,,,,,,X,X
58880,Gallegos Wind Farm LLC,59047,"Gallegos Wind Farm, Phase 1",1743 Gallegos Rd,Grenville,NM,88424,Union,36.593333,-103.614444,WECC,PNM,Public Service Company of New Mexico,,22,NR,2,IPP Non-CHP,N,,N,,N,,N,X,,Ameren Illinois Company,56697,IL,345, , ,N,,,,,,X,X
58887,Michelangelo Wind 3 LLC,59053,Michelangelo Wind 3 LLC,Highway 210 and 535 Avenue,Huxley,IA,50014,Story,42.019,-93.514,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,Y,QF13-617-001,N,,N,X,,Interstate Power and Light Co,9417,IA,12.47, , ,N,,,,,,N,
56215,RWE Renewables Americas LLC,59061,Radfords Run Wind Farm,12576 Glasgow Rd,Maroa,IL,61756,Dewitt,40.011111,-89.047222,RFC,PJM,"PJM Interconnection, LLC",,22,NR,2,IPP Non-CHP,N,,N,,Y,17-74,N,X,,Commonwealth Edison Co,4110,IL,345, , ,N,,,,,,N,X
56215,RWE Renewables Americas LLC,59063,Stella Wind Farm,1238 E. Turcotte Rd.,Armstrong,TX,78338,Kenedy,26.941667,-97.6425,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",,22,NR,2,IPP Non-CHP,N,,N,,Y,18-72,N,X,,AEP Texas Central Company,3278,TX,345, , ,N,,,,,,N,X
59380,"Enel Green Power NA, Inc.",59065,Drift Sand Wind Project LLC,852 County Road 1510,Rush Springs,OK,73082,Grady,34.827778,-97.957222,MRO,SWPP,Southwest Power Pool,,22,NR,2,IPP Non-CHP,N,,N,,N,,,X,,Public Service Co of Oklahoma,15474,OK,138, , ,N,,,,,,,
56215,RWE Renewables Americas LLC,59066,Bruennings Breeze Wind Farm,382 W. Main St,Raymondville,TX,78580,Willacy,26.522222,-97.691111,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",,22,NR,2,IPP Non-CHP,N,,N,,Y,17-75,N,X,,AEP Texas Central Company,3278,TX,345, , ,N,,,,,,N,X
56215,RWE Renewables Americas LLC,59068,"Colbeck's Corner, LLC",2506 County Road 5,Groom,TX,79068,Carson,35.254184,-101.186622,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",,22,NR,2,IPP Non-CHP,N,,N,,Y,15-125,N,X,,Oncor Electric Delivery Company LLC,44372,TX,345, , ,N,,,,,,N,X
58891,Jericho Power LLC,59070,Jericho Power,95 Bathtub Trail,Berlin,NH,3570,Coos,44.466944,-71.225,NPCC,ISNE,ISO New England Inc.,,22,NR,2,IPP Non-CHP,N,,N,,N,,N,X,,Public Service Co of NH,15472,NH,34.5, , ,N,,,,,,X,X
62042,SRIV Partnership LLC,59071,Carroll Area Wind Farm,28232 Highway 71,Templeton,IA,51463,Carroll,41.94143,-94.8861,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,Y,13-295-001,N,,N,X,,MidAmerican Energy Co,12341,IA,69, , ,N,,,,,,N,X
57421,BayWa r.e Wind LLC,59076,Chopin Wind LLC,York Road and Co Road 672,Milton-Freewater,OR,97862,Umatilla,45.88,-118.463333,WECC,PACW,PacifiCorp - West,,22,NR,2,IPP Non-CHP,N,,Y,QF14-394-000,N,,N,X,,PacifiCorp,14354,OR,69, , ,N,,,,,,N,X
57503,Limon,59083,Limon III Wind LLC,21910 County Road 3P,Limon,CO,80858,Lincoln,39.353333,-103.474167,WECC,PSCO,Public Service Company of Colorado,,22,NR,2,IPP Non-CHP,N,,N,,N,,,X,,Public Service Co of Colorado,15466,CO,345, , ,N,,,,,,,
59359,"BHE Renewables, LLC",59084,Marshall Wind Farm,1315A 24 Road,Frankfort,KS,66427,Marshall,39.701111,-96.360833,MRO,SWPP,Southwest Power Pool,,22,NR,2,IPP Non-CHP,N,,N,,N,,N,X,,"Evergy Kansas Central, Inc",22500,KS,115, , ,N,,,,,,X,X
58939,Cameron Wind 1 LLC,59118,Cameron Wind 1 LLC,25005 FM 1847 B,Rio Hondo,TX,78583,Cameron,26.195278,-97.466111,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",,22,NR,2,IPP Non-CHP,N,,N,,Y,15-79-000,N,X,,"South Texas Electric Coop, Inc",17583,TX,138, , ,Y,,,,,,N,X
58962,"Fair Wind Power Partners, LLC",59147,Fair Wind,1295 Eagle Rock Road,Oakland,MD,21550,Garrett,39.404564,-79.291143,RFC,PJM,"PJM Interconnection, LLC",,22,NR,2,IPP Non-CHP,N,,N,,Y,16-6-000,N,X,,The Potomac Edison Company,15263,MD,138, , ,N,,,,,,X,X
13809,NorthWestern Energy - (SD),59187,Beethoven Wind,29098 406th Avenue,Tripp,SD,57376,Bon Homme,43.16,-98.08,MRO,SWPP,Southwest Power Pool,,22,RE,1,Electric Utility,N,,Y,QF14-1-001,N,,N,X,,NorthWestern Energy - (SD),13809,SD,115, , ,N,,,,,,,
58998,Chapman Ranch Wind LLC,59193,Chapman Ranch Wind I,1070 County Road 55,Corpus Christi,TX,78415,Nueces,27.5925,-97.500833,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",,22,NR,2,IPP Non-CHP,N,,N,,Y,15-111-000,N,X,,AEP Texas Central Company,3278,TX,138, , ,N,,,,,,X,X
13781,Northern States Power Co - Minnesota,59200,Border Winds Wind Farm,10707 52nd Ave NE,Rolla,ND,58367,Rolette,48.964722,-99.613889,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,RE,1,Electric Utility,N,,N,,N,,N,X,,Northern States Power Co - Minnesota,13781,ND,230, , ,N,,,,,,X,X
13781,Northern States Power Co - Minnesota,59201,Pleasant Valley Wind Farm,228 Industrial Park Drive,Dexter,MN,55926,Mower,43.805,-92.769722,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,RE,1,Electric Utility,N,,N,,N,,N,X,,Great River Energy,7570,,161, , ,N,,,,,,X,X
17650,Southern Power Co,59222,Passadumkeag Windpark LLC,369 Greenfield Rd,Greenbush,ME,4418,Penobscot,45.07,-68.21,NPCC,ISNE,ISO New England Inc.,,22,NR,2,IPP Non-CHP,N,,N,,Y,EG15-45-000,N,X,,Emera Maine,1179,ME,345, , ,N,,,,,,X,X
59017,Optimum Wind 5 LLC,59223,Optimum Wind 5 LLC,Highway 30 & 590th Ave,Nevada,IA,50201,Story,42.014,-93.518056,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,Y,QF13-613-001,N,,N,X,,Interstate Power and Light Co,9417,IA,12.47, , ,N,,,,,,,
59018,Optimum Wind 6 LLC,59224,Optimum Wind 6 LLC,Highway 30 & 590th Ave,Nevada,IA,50201,Story,42.006944,-93.523611,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,Y,QF13-612-001,N,,N,X,,Interstate Power and Light Co,9417,IA,12.47, , ,N,,,,,,,
59019,Optimum Wind 7 LLC,59225,Optimum Wind 7 LLC,T Avenue,Nevada,IA,50201,Story,42.028333,-93.430278,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,Y,QF13-646-001,N,,N,X,,Interstate Power and Light Co,9417,IA,12.47, , ,N,,,,,,,
59024,Optimum Wind 4 LLC,59226,Optimum Wind 4 LLC,Lincoln Way & 590th Ave,Nevada,IA,50201,Story,42.016389,-93.515833,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,Y,13-610-000,N,,N,X,,Interstate Power and Light Co,9417,IA,12.47, , ,N,,,,,,,
59025,Optimum Wind 3 LLC,59227,Optimum Wind 3 LLC,Lincoln Way & 590th Ave,Nevada,IA,50201,Story,42.019167,-93.513611,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,Y,13-614-000,N,,N,X,,Interstate Power and Light Co,9417,IA,12.47, , ,N,,,,,,,
59022,Leonardo Wind 1 LLC,59228,Leonardo Wind 1 LLC,140th St & G Ave,Alden,IA,50441,Hardin,42.498056,-93.367778,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,Y,QF13-642-001,N,,N,X,,Interstate Power and Light Co,9417,IA,12.47, , ,N,,,,,,,
